fingerprint=17968842849906426016
lower_0,lower_1,upper_0,upper_1
478.98612349625301,567.46415277238418,488.98612349625301,577.46415277238418
473.30676554676415,462.04995761773807,483.30676554676415,472.04995761773807
458.57333237782962,464.06615339539303,468.57333237782962,474.06615339539303
495.33871138905198,433.39650546588581,505.33871138905198,443.39650546588581
528.07392716121558,544.22346774808682,538.07392716121558,554.22346774808682
545.87954100118475,471.03952040849413,555.87954100118475,481.03952040849413
517.18711109847743,538.22846590841971,527.18711109847743,548.22846590841971
432.13196253213334,458.95326813350835,442.13196253213334,468.95326813350835
408.97678813253731,379.00326748635587,418.97678813253731,389.00326748635587
583.56470271793864,499.75115107843902,593.56470271793864,509.75115107843902
429.38764394263933,407.39919870161657,439.38764394263933,417.39919870161657
570.21148974028472,487.85900215961505,580.21148974028472,497.85900215961505
568.52530040334238,478.99060994381063,578.52530040334238,488.99060994381063
560.84169111555002,486.11217391562951,570.84169111555002,496.11217391562951
486.91674651047362,466.0609066311921,496.91674651047362,476.0609066311921
423.78082616566553,595.99754762043756,433.78082616566553,605.99754762043756
568.98567502278866,532.99916646942017,578.98567502278866,542.99916646942017
412.25335818088905,446.58081616061708,422.25335818088905,456.58081616061708
593.26469510534366,499.40378132512967,603.26469510534366,509.40378132512967
578.60853760545501,471.96148452203641,588.60853760545501,481.96148452203641
471.36003772696216,511.22181919247873,481.36003772696216,521.22181919247873
467.77385489782944,470.39733023228496,477.77385489782944,480.39733023228496
476.79670284970479,525.16744822670512,486.79670284970479,535.16744822670512
482.89341995388935,396.94479343103535,492.89341995388935,406.94479343103535
476.36219119899721,380.248471270697,486.36219119899721,390.248471270697
436.53706451819721,534.44185904841038,446.53706451819721,544.44185904841038
419.86731462363196,523.11180021586563,429.86731462363196,533.11180021586563
420.09210400474024,480.40576857645982,430.09210400474024,490.40576857645982
345.38416879176447,471.02143341444787,355.38416879176447,481.02143341444787
606.73481192568966,562.30376709095412,616.73481192568966,572.30376709095412
476.76106883018065,512.29471618331081,486.76106883018065,522.29471618331081
569.67374880171781,473.80492355781161,579.67374880171781,483.80492355781161
549.06080551647119,484.19097882609117,559.06080551647119,494.19097882609117
547.08478244532955,603.10518815076352,557.08478244532955,613.10518815076352
436.94177205701084,602.60926551331568,446.94177205701084,612.60926551331568
528.08375857718738,429.63612664975892,538.08375857718738,439.63612664975892
508.99219655986076,603.27776553964691,518.99219655986076,613.27776553964691
507.51290275144322,514.02283352073016,517.51290275144322,524.02283352073016
514.80573605471909,499.77007595544052,524.80573605471909,509.77007595544052
534.91178592016877,505.13377225281505,544.91178592016877,515.13377225281511
472.71022213821567,491.1404839822801,482.71022213821567,501.1404839822801
505.57308469203167,425.58905890961393,515.57308469203167,435.58905890961393
403.14509017220291,492.06599815845573,413.14509017220291,502.06599815845573
464.64253025187509,449.54333563543111,474.64253025187509,459.54333563543111
506.92864185351743,575.51394346420011,516.92864185351743,585.51394346420011
445.96012397041284,419.7539714622751,455.96012397041284,429.7539714622751
429.97906673534766,519.83153161293706,439.97906673534766,529.83153161293706
489.22430444035354,592.35923068336558,499.22430444035354,602.35923068336558
537.56720381072682,592.75475957107813,547.56720381072682,602.75475957107813
605.01305137397173,468.04905901236316,615.01305137397173,478.04905901236316
511.24620925145393,516.74571230909419,521.24620925145393,526.74571230909419
547.97930705601721,439.99878012847745,557.97930705601721,449.99878012847745
553.23573428383042,542.12579719282303,563.23573428383042,552.12579719282303
417.99360275411721,499.78088783860193,427.99360275411721,509.78088783860193
484.12322229726749,504.55805823692322,494.12322229726749,514.55805823692322
449.75608978413436,568.96412927227766,459.75608978413436,578.96412927227766
466.97964449159417,452.07119823061487,476.97964449159417,462.07119823061487
483.98051559800359,478.59642249364907,493.98051559800359,488.59642249364907
524.54196017399931,517.19923810427497,534.54196017399931,527.19923810427497
465.66576302248257,528.70698154980687,475.66576302248257,538.70698154980687
414.67664661733136,468.82913675299665,424.67664661733136,478.82913675299665
461.77617035933821,419.14181211290912,471.77617035933821,429.14181211290912
528.89544194350924,481.54726894517728,538.89544194350924,491.54726894517728
480.18437373058401,619.09330783968051,490.18437373058401,629.09330783968051
564.35858979946886,436.40246211754607,574.35858979946886,446.40246211754607
462.34788059824882,455.4954503198316,472.34788059824882,465.4954503198316
538.32980449090121,526.04540884484152,548.32980449090121,536.04540884484152
453.73855714664649,448.79028974775019,463.73855714664649,458.79028974775019
486.59266090603518,578.07911476270283,496.59266090603518,588.07911476270283
483.83968271176587,456.92605900004105,493.83968271176587,466.92605900004105
578.8261679731736,522.13691216248344,588.8261679731736,532.13691216248344
599.58080253714195,488.27430885233031,609.58080253714195,498.27430885233031
490.8570840605916,484.65613745909883,500.8570840605916,494.65613745909883
503.56033813017137,483.84542192368167,513.56033813017143,493.84542192368167
557.52703082637663,459.80498595806046,567.52703082637663,469.80498595806046
538.14431276107325,465.28704002552661,548.14431276107325,475.28704002552661
410.27884534425959,395.28027711285438,420.27884534425959,405.28027711285438
494.07580456517366,447.87726952641663,504.07580456517366,457.87726952641663
468.45220422345153,497.19140542706253,478.45220422345153,507.19140542706253
462.46269840645215,487.60441575325603,472.46269840645215,497.60441575325603
454.42218052159433,574.46621943765331,464.42218052159433,584.46621943765331
529.96151879128615,499.56595131265902,539.96151879128615,509.56595131265902
550.45615678605918,635.56236840560359,560.45615678605918,645.56236840560359
516.65551696598345,477.11504450413372,526.65551696598345,487.11504450413372
444.8045252790717,523.04522712625476,454.8045252790717,533.04522712625476
410.4332347495826,513.17379282558727,420.4332347495826,523.17379282558727
510.95574700452789,367.6398034915112,520.95574700452789,377.6398034915112
417.51152141771604,514.69577985622379,427.51152141771604,524.69577985622379
506.21800630940652,551.68239331221889,516.21800630940652,561.68239331221889
571.36011042223504,458.31807590841908,581.36011042223504,468.31807590841908
469.14787485900752,509.49202175314497,479.14787485900752,519.49202175314497
486.96171337109263,501.09878164371548,496.96171337109263,511.09878164371548
518.79815932031306,556.62604882762457,528.79815932031306,566.62604882762457
466.42476364903507,524.50694566975244,476.42476364903507,534.50694566975244
448.64316586465253,484.82204436430175,458.64316586465253,494.82204436430175
456.07082621883166,444.57276061356936,466.07082621883166,454.57276061356936
562.71608724699047,453.79554249925133,572.71608724699047,463.79554249925133
516.09047614800954,507.71352758915373,526.09047614800954,517.71352758915373
457.5451604153094,523.87111833397489,467.5451604153094,533.87111833397489
496.39835355073893,486.30946670791553,506.39835355073893,496.30946670791553
575.07818215556938,497.10183791547286,585.07818215556938,507.10183791547286
469.11836877815563,525.82745871940824,479.11836877815563,535.82745871940824
551.52966452375983,491.38862764711843,561.52966452375983,501.38862764711843
491.38050111515713,504.86953486119421,501.38050111515713,514.86953486119421
480.75766650360879,460.23664758409416,490.75766650360879,470.23664758409416
524.08717071836702,466.97812457765025,534.08717071836702,476.97812457765025
452.34880603669978,477.33855987396248,462.34880603669978,487.33855987396248
525.55770695506556,449.24165382804154,535.55770695506556,459.24165382804154
410.11443386785351,506.36776502717106,420.11443386785351,516.36776502717112
445.76103877422156,465.63393543194951,455.76103877422156,475.63393543194951
478.02025997615118,541.54172093994498,488.02025997615118,551.54172093994498
592.37664700424625,529.05055370729337,602.37664700424625,539.05055370729337
466.73279178006982,526.02532078822298,476.73279178006982,536.02532078822298
480.5297207970159,448.49637279611733,490.5297207970159,458.49637279611733
563.7531922861624,505.71195276907105,573.7531922861624,515.7119527690711
575.42513655953985,493.18125687223346,585.42513655953985,503.18125687223346
428.38320701512976,503.12277929337387,438.38320701512976,513.12277929337392
416.06986649259426,464.6844323846442,426.06986649259426,474.6844323846442
538.87787178043209,496.35976731168125,548.87787178043209,506.35976731168125
567.44547629298086,478.73726079420629,577.44547629298086,488.73726079420629
478.83688253340392,495.57172108415995,488.83688253340392,505.57172108415995
558.63284562245713,632.59013591976714,568.63284562245713,642.59013591976714
538.98461063597938,501.01831674404548,548.98461063597938,511.01831674404548
554.13795282862293,472.50720313566205,564.13795282862293,482.50720313566205
469.05628304463499,498.80780738154135,479.05628304463499,508.80780738154135
470.36892900196915,404.06055810491796,480.36892900196915,414.06055810491796
482.56136510586003,527.07367701175076,492.56136510586003,537.07367701175076
488.4773411657776,509.4409014684461,498.4773411657776,519.4409014684461
458.89193792150593,553.91061441710292,468.89193792150593,563.91061441710292
574.20108315253265,500.88453033720475,584.20108315253265,510.88453033720475
491.68521048672005,553.71287490885766,501.68521048672005,563.71287490885766
407.17990426023516,508.11452092711522,417.17990426023516,518.11452092711522
502.61170389159429,549.35721013182297,512.61170389159429,559.35721013182297
454.90676981189563,519.31741126446389,464.90676981189563,529.31741126446389
468.13274324428346,460.73470998010436,478.13274324428346,470.73470998010436
509.71069742752957,531.99920193479636,519.71069742752957,541.99920193479636
440.16576226564973,560.05333556413655,450.16576226564973,570.05333556413655
466.44036681518145,481.85346727574853,476.44036681518145,491.85346727574853
550.39711326820213,444.05421795766489,560.39711326820213,454.05421795766489
430.54468787447627,527.69247006514229,440.54468787447627,537.69247006514229
444.1564004670887,528.4625203671369,454.1564004670887,538.4625203671369
535.79187777934692,496.27327173348522,545.79187777934692,506.27327173348522
483.95042132327598,453.3534607768982,493.95042132327598,463.3534607768982
381.74296650983206,520.14854847937386,391.74296650983206,530.14854847937386
481.48369706688277,560.23203229970773,491.48369706688277,570.23203229970773
450.45323693505964,418.96534399284286,460.45323693505964,428.96534399284286
476.77256533964072,562.14147559713808,486.77256533964072,572.14147559713808
521.32446108705813,484.7614219462526,531.32446108705813,494.7614219462526
564.09203842728562,517.35301817459629,574.09203842728562,527.35301817459629
549.85425479126491,509.18537072905497,559.85425479126491,519.18537072905497
507.94823285332575,482.65742093402514,517.94823285332575,492.65742093402514
502.56179032389588,504.04852609638147,512.56179032389582,514.04852609638147
527.01787202957723,483.59066720923789,537.01787202957723,493.59066720923789
538.11024453980326,449.34222505526964,548.11024453980326,459.34222505526964
460.27938841391745,535.25688211063311,470.27938841391745,545.25688211063311
472.14893050433579,436.87718506835421,482.14893050433579,446.87718506835421
437.61770325599031,591.47933238140979,447.61770325599031,601.47933238140979
500.71856746141293,507.15621729941972,510.71856746141293,517.15621729941972
471.12025326209391,460.27098683510246,481.12025326209391,470.27098683510246
556.61399952109025,459.12980890035863,566.61399952109025,469.12980890035863
548.60745945179769,452.50388534206684,558.60745945179769,462.50388534206684
468.65393247439084,460.71146487554643,478.65393247439084,470.71146487554643
551.70729918826726,457.08560659824752,561.70729918826726,467.08560659824752
520.31763795532424,496.25235493346179,530.31763795532424,506.25235493346179
446.18396733195175,509.67638621979881,456.18396733195175,519.67638621979881
463.11446828242845,477.93940107517091,473.11446828242845,487.93940107517091
455.09510669415874,500.04629113903786,465.09510669415874,510.04629113903786
501.33222862509751,512.99100537547224,511.33222862509751,522.99100537547224
480.59693226378329,474.67998283732788,490.59693226378329,484.67998283732788
508.23739362346851,462.76102342023171,518.23739362346851,472.76102342023171
490.20628963483705,413.15704878487588,500.20628963483705,423.15704878487588
482.55643780229303,527.92786903025262,492.55643780229303,537.92786903025262
482.18573256722226,486.61483997948272,492.18573256722226,496.61483997948272
550.96724519676991,370.96320010120854,560.96724519676991,380.96320010120854
404.35565736460285,566.58819998649801,414.35565736460285,576.58819998649801
455.0562955018807,513.48693933537288,465.0562955018807,523.48693933537288
512.98467427137973,443.79517937977732,522.98467427137973,453.79517937977732
514.15168599214883,436.74054880243472,524.15168599214883,446.74054880243472
463.01998651768412,557.13475340110779,473.01998651768412,567.13475340110779
456.12767498209911,563.52169949451502,466.12767498209911,573.52169949451502
514.28546392603607,486.01787591772478,524.28546392603607,496.01787591772478
498.04818682547165,460.00424893919421,508.04818682547165,470.00424893919421
412.83820542078126,535.92164031098537,422.83820542078126,545.92164031098537
449.59041524359066,571.05728465645416,459.59041524359066,581.05728465645416
507.09574107363915,459.60031615925942,517.09574107363915,469.60031615925942
479.22592010858102,575.09465079683298,489.22592010858102,585.09465079683298
550.59783096230558,480.54448304886523,560.59783096230558,490.54448304886523
551.67913461235935,548.96730271904096,561.67913461235935,558.96730271904096
431.41981904821409,449.8246522876338,441.41981904821409,459.8246522876338
558.10401099768831,407.52402439793048,568.10401099768831,417.52402439793048
541.90396964516788,451.72600461983086,551.90396964516788,461.72600461983086
459.53726004547821,490.12884267847767,469.53726004547821,500.12884267847767
512.14596837872227,464.12108599928411,522.14596837872227,474.12108599928411
511.23870014394652,403.27708224714314,521.23870014394652,413.27708224714314
379.72713455430147,438.83671892120805,389.72713455430147,448.83671892120805
566.58800756803066,445.50226514767633,576.58800756803066,455.50226514767633
488.59763745661297,483.94388618244705,498.59763745661297,493.94388618244705
523.03966433910443,547.50275775821615,533.03966433910443,557.50275775821615
535.18722078415806,492.60200100548212,545.18722078415806,502.60200100548212
411.20877129509472,428.8699699150884,421.20877129509472,438.8699699150884
449.90563407540208,452.24301015469086,459.90563407540208,462.24301015469086
522.20958726540164,521.95413104883221,532.20958726540164,531.95413104883221
420.13136049968176,476.26137557260643,430.13136049968176,486.26137557260643
510.6469052725148,543.6861472223693,520.6469052725148,553.6861472223693
422.83454960682394,379.97507422653007,432.83454960682394,389.97507422653007
477.160262747145,468.59092001929821,487.160262747145,478.59092001929821
486.87607447970453,544.30846447367264,496.87607447970453,554.30846447367264
547.14802200288477,385.18359009703198,557.14802200288477,395.18359009703198
473.67972125567923,602.98004148958012,483.67972125567923,612.98004148958012
501.66998115779518,452.02869435628406,511.66998115779518,462.02869435628406
420.62459942712832,464.52632213291702,430.62459942712832,474.52632213291702
493.86748828429444,446.61974081426837,503.86748828429444,456.61974081426837
421.8670622451595,479.09242829478421,431.8670622451595,489.09242829478421
530.2539725489911,419.71362791505499,540.2539725489911,429.71362791505499
458.05866452818952,338.84747970884155,468.05866452818952,348.84747970884155
468.29179353349224,436.40753295333462,478.29179353349224,446.40753295333462
513.56730557796413,477.54711586751927,523.56730557796413,487.54711586751927
531.98776995122921,543.95405090364102,541.98776995122921,553.95405090364102
431.28616662040122,420.10917312560139,441.28616662040122,430.10917312560139
516.38004666120139,515.53046231477811,526.38004666120139,525.53046231477811
442.34680509117533,425.8304879815239,452.34680509117533,435.8304879815239
458.00390517825491,544.43732830129807,468.00390517825491,554.43732830129807
495.6778730719069,395.34013376128695,505.6778730719069,405.34013376128695
446.6304476669157,509.85580582755642,456.6304476669157,519.85580582755642
500.22974282713864,504.52404955594938,510.22974282713864,514.52404955594943
484.7567873235717,490.65705874137723,494.7567873235717,500.65705874137723
464.09944146327393,535.45262437510439,474.09944146327393,545.45262437510439
508.32605363405548,567.37224961678146,518.32605363405548,577.37224961678146
553.66323991578997,506.77595307499053,563.66323991578997,516.77595307499053
412.12539256667912,441.77357835678282,422.12539256667912,451.77357835678282
493.91967240336493,464.52036004179774,503.91967240336493,474.52036004179774
516.47129472424479,511.45531556022638,526.47129472424479,521.45531556022638
561.15270083096084,578.23332993291672,571.15270083096084,588.23332993291672
518.71836345013969,498.59760846439804,528.71836345013969,508.59760846439804
575.86915550179924,497.65066719955854,585.86915550179924,507.65066719955854
454.05596006851709,479.55562635233417,464.05596006851709,489.55562635233417
461.66131933337255,511.11190068802352,471.66131933337255,521.11190068802352
523.90750839297732,515.51151784955618,533.90750839297732,525.51151784955618
526.31603533279031,532.10765652334783,536.31603533279031,542.10765652334783
577.79997988712739,538.74287721032874,587.79997988712739,548.74287721032874
471.55971839819705,466.80914915276071,481.55971839819705,476.80914915276071
517.34157856833747,481.79119182668643,527.34157856833747,491.79119182668643
536.73543223567378,424.14766164541851,546.73543223567378,434.14766164541851
510.93098178539481,567.97981257338517,520.93098178539481,577.97981257338517
594.00705099741197,516.90232697502813,604.00705099741197,526.90232697502813
489.02629067716686,457.12690562728932,499.02629067716686,467.12690562728932
547.33475065674122,499.77963548167151,557.33475065674122,509.77963548167151
539.16962993617119,456.64364359910655,549.16962993617119,466.64364359910655
506.19363249042021,564.20801223674994,516.19363249042021,574.20801223674994
467.44056786212872,538.47778386132381,477.44056786212872,548.47778386132381
494.2510903889696,515.07991030057394,504.2510903889696,525.07991030057394
418.5721861981807,560.64587673246683,428.5721861981807,570.64587673246683
549.77545981237142,421.83717076814025,559.77545981237142,431.83717076814025
485.22024988044586,601.09816485075669,495.22024988044586,611.09816485075669
465.19381520986826,460.52984659060536,475.19381520986826,470.52984659060536
471.59389114448885,520.02382442447333,481.59389114448885,530.02382442447333
434.00724094314609,469.13143394580845,444.00724094314609,479.13143394580845
492.02021931620698,506.49470543132043,502.02021931620698,516.49470543132043
488.59611060248363,438.1648568880679,498.59611060248363,448.1648568880679
519.35456249575009,450.55943973331568,529.35456249575009,460.55943973331568
655.95451107829069,455.59596799811197,665.95451107829069,465.59596799811197
562.510111953565,536.35423512157445,572.510111953565,546.35423512157445
531.54855299055032,501.27577082478075,541.54855299055032,511.27577082478075
529.85051288596208,545.58088728314362,539.85051288596208,555.58088728314362
613.73144249362099,416.99115572548442,623.73144249362099,426.99115572548442
447.81089015261642,486.49812407394171,457.81089015261642,496.49812407394171
570.45897684806152,547.98086657567421,580.45897684806152,557.98086657567421
464.71520526839248,504.5679779799699,474.71520526839248,514.5679779799699
483.26666001360837,479.55344026249708,493.26666001360837,489.55344026249708
